geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value daf2_d15_N2_d15,log2FC,Student's T-test Test statistic daf2_d15_N2_d15,Sign p-val: 0.05 
cpr-6,0.556078,1.63365,P43510;Q8MQC6,Cathepsin B-like cysteine proteinase 6;Cysteine PRotease related,19.1896,19.1686,19.1461,19.494,18.5706,18.5712,18.4523,19.18,1.63365,0.0208166,0.556078,3.02504,+
"T09A5,5",-0.349153,0.228245,P45965,"Uncharacterized protein T09A5,5",14.5643,13.4263,15.4257,16.0396,15.822,14.7377,14.9355,15.3572,0.228245,0.511627,-0.349153,-0.567079,
"T09A5,7",-2.77737,1.65299,P45967,"Uncharacterized protein T09A5,7",14.409,12.4094,13.2544,13.9077,16.3156,14.0597,16.9139,17.8008,1.65299,0.0197732,-2.77737,-3.05969,+
cec-3,1.22228,1.76259,P45968,Chromo domain-containing protein cec-3,15.766,14.8304,14.5472,15.6122,14.4382,13.7555,13.4274,14.2456,1.76259,0.0164509,1.22228,3.25881,+
sds-22,-0.30156,0.524326,P45969,Protein phosphatase 1 regulatory subunit SDS22 homolog,15.2799,15.5182,15.4965,16.073,15.8593,15.6681,15.5674,16.4791,0.524326,0.232964,-0.30156,-1.13673,
lin-5,1.86219,2.46887,P45970,Spindle apparatus protein lin-5,15.2073,14.5997,14.1743,14.7039,13.4762,12.1241,12.3462,13.2899,2.46887,0.00444231,1.86219,4.67963,+
ostb-1,-0.734627,1.40286,P45971,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,17.0294,16.0639,16.7139,16.7054,17.1631,17.3257,17.9176,17.0447,1.40286,0.0331481,-0.734627,-2.62069,+
rpt-3,0.291183,1.12031,P46502,Probable 26S protease regulatory subunit 6B,16.6087,16.5116,16.8321,16.7735,16.2625,16.1361,16.547,16.6155,1.12031,0.0599076,0.291183,2.1433,
nmt-1,-1.22312,3.8056,P46548,Probable glycylpeptide N-tetradecanoyltransferase,15.495,15.7005,15.7462,15.7286,16.5538,16.7991,17.1247,17.0852,3.8056,0.00119668,-1.22312,-8.3865,+
cct-6,-0.513426,1.3879,P46550,T-complex protein 1 subunit zeta,17.2572,18.0693,17.6556,17.6511,18.2949,18.4112,18.0181,17.9626,1.3879,0.0342608,-0.513426,-2.59502,+
"B0285,4",-0.1815,0.588719,P46554,Probable leucine carboxyl methyltransferase 1,15.6185,15.9473,15.4753,15.6324,15.7064,15.646,15.9474,16.0997,0.588719,0.197501,-0.1815,-1.25013,
mnp-1,-0.516284,1.78986,P46557,Matrix non-peptidase homolog 1,11.8651,11.9452,11.406,11.8826,12.3982,12.0954,12.1715,12.499,1.78986,0.0157612,-0.516284,-3.30908,+
ckb-2,2.03561,1.7087,P46559,Choline kinase B2,15.8492,15.9247,14.7355,15.9747,12.96,13.7399,12.5171,15.1245,1.7087,0.0179917,2.03561,3.16032,+
atp-2,-0.735054,2.10289,P46561,"ATP synthase subunit beta, mitochondrial",20.121,20.4166,20.0708,20.2306,21.0722,20.6207,20.7168,21.3695,2.10289,0.00892901,-0.735054,-3.91019,+
alh-9,-0.0322428,0.0758211,P46562,Putative aldehyde dehydrogenase family 7 member A1 homolog,17.8323,18.5135,17.9472,18.1349,18.1771,18.1376,18.0476,18.1946,0.0758211,0.793579,-0.0322428,-0.211087,
aldo-2,-0.11255,0.321163,P46563,Fructose-bisphosphate aldolase 2,19.5348,19.6318,19.3043,19.5142,19.9006,19.4373,19.3413,19.756,0.321163,0.397661,-0.11255,-0.757652,
gop-3,0.974908,1.91682,P46576,SAM50-like protein gop-3,16.7208,16.4133,15.7714,16.2862,15.1813,14.9193,15.3666,15.8249,1.91682,0.0122461,0.974908,3.54733,+
gop-2,-0.829115,2.60027,P46577,GPN-loop GTPase 1,14.685,14.5604,14.8505,14.3031,15.7726,15.2291,15.307,15.4067,2.60027,0.00354371,-0.829115,-4.97658,+
prmt-5,-0.908752,1.5555,P46580,Protein arginine N-methyltransferase 5,13.6044,13.7129,12.693,13.7853,14.5281,14.1447,13.9691,14.7887,1.5555,0.0241916,-0.908752,-2.88627,+
sumv-1,0.435389,1.03909,P46582,Protein sumv-1,12.6042,12.9835,13.179,12.6626,12.558,11.9952,12.3438,12.7908,1.03909,0.0712166,0.435389,2.00812,
rps-0,-0.1035,0.320227,P46769,40S ribosomal protein SA,18.1728,17.7839,17.8519,18.256,18.2572,17.9224,18.1842,18.1146,0.320227,0.398343,-0.1035,-0.755802,
klc-2,0.066565,0.166672,P46822,Kinesin light chain,16.4071,16.2053,16.4523,16.6346,16.3281,16.0866,16.3191,16.6992,0.166672,0.607683,0.066565,0.431348,
stt-3,-0.701288,2.54841,P46975,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt-3,15.8349,15.6589,15.886,15.9611,16.2376,16.6092,16.85,16.4491,2.54841,0.00373469,-0.701288,-4.85795,+
cct-2,-0.466698,1.93365,P47207,T-complex protein 1 subunit beta,17.9666,18.1797,17.8575,17.8292,18.2582,18.4251,18.3004,18.7161,1.93365,0.0118243,-0.466698,-3.57947,+
cct-4,-0.0704679,0.234393,P47208,T-complex protein 1 subunit delta,16.8398,16.7088,17.1104,17.0116,16.9558,16.8096,16.9792,17.208,0.234393,0.502794,-0.0704679,-0.580167,
cct-5,-0.00516248,0.00482343,P47209,T-complex protein 1 subunit epsilon,16.2885,15.5988,17.0477,17.0912,16.4335,16.6467,16.5273,16.4393,0.00482343,0.984837,-0.00516248,-0.0144296,
rpl-6,-1.18496,2.95636,P47991,60S ribosomal protein L6,18.0623,17.9785,18.4137,18.4364,19.018,19.711,19.6483,19.2534,2.95636,0.00274792,-1.18496,-5.84532,+
"C05D11,1",-0.392552,0.9307,P48053,"Uncharacterized protein C05D11,1",15.8148,16.2931,16.8356,16.4125,16.6285,16.8415,16.6992,16.7569,0.9307,0.0892701,-0.392552,-1.82808,
rps-14,0.571438,1.05932,P48150,40S ribosomal protein S14,18.0952,18.1106,18.1514,18.0073,18.2262,17.2958,16.9157,17.6412,1.05932,0.0683415,0.571438,2.04176,
rps-3,-0.301157,0.747711,P48152,40S ribosomal protein S3,18.0599,17.8173,17.9913,18.4094,18.1225,18.4264,18.1497,18.784,0.747711,0.133535,-0.301157,-1.52227,
rps-1,-1.04927,2.30059,P48154,40S ribosomal protein S3a,18.6278,18.0603,18.7734,18.4574,19.0707,19.7609,19.3822,19.9023,2.30059,0.00566406,-1.04927,-4.3159,+
rps-8,0.50802,1.58301,P48156,40S ribosomal protein S8,18.773,18.7725,18.5,18.5499,18.1623,17.69,18.3776,18.3335,1.58301,0.0230466,0.50802,2.93488,+
rpl-23,-1.56278,2.20573,P48158,60S ribosomal protein L23,16.9792,18.5438,17.2481,17.3154,18.6488,19.1756,19.1732,19.3401,2.20573,0.00727874,-1.56278,-4.11849,+
"rpl-25,1",0.0457401,0.0838132,P48162,60S ribosomal protein L23a 1,17.6212,17.4928,17.4381,17.6489,17.7834,16.9452,17.5851,17.7045,0.0838132,0.774762,0.0457401,0.231671,
rpl-41,-0.709813,1.45827,P48166,Ribosomal protein rpl-41,16.0576,16.8099,16.65,16.344,16.5727,17.3957,17.3436,17.3887,1.45827,0.0292014,-0.709813,-2.71633,+
clk-1,0.381363,1.12782,P48376,"5-demethoxyubiquinone hydroxylase, mitochondrial",15.2037,15.529,15.0442,15.7456,15.1125,14.7644,15.0461,15.0741,1.12782,0.0587173,0.381363,2.15583,
gsp-2,-0.73694,4.16756,P48727,Serine/threonine-protein phosphatase PP1-beta,16.1686,16.178,16.2106,16.4636,17.0266,17.0261,17.0096,16.906,4.16756,0.000976378,-0.73694,-9.72242,+
mag-1,-0.02841,0.0716451,P49029,Protein mago nashi homolog,16.5335,16.3701,16.5915,16.9503,16.5203,16.6437,16.5542,16.8409,0.0716451,0.80302,-0.02841,-0.200223,
rps-5,-0.00853539,0.0148153,P49041,40S ribosomal protein S5,18.1468,18.8968,18.7673,18.2969,18.5462,18.5139,18.3641,18.7176,0.0148153,0.957871,-0.00853539,-0.0438305,
imp-2,-0.458508,1.06736,P49049,Intramembrane protease 2,16.3204,16.0114,16.2524,16.112,16.7231,16.5873,16.096,17.1238,1.06736,0.066975,-0.458508,-2.05512,
rpl-33,-0.0819845,0.112632,P49180,60S ribosomal protein L35a,18.1744,17.1084,17.3058,17.2977,17.3913,17.8927,17.5945,17.3358,0.112632,0.713685,-0.0819845,-0.303775,
rpl-36,0.407312,1.40172,P49181,60S ribosomal protein L36,18.3724,18.7196,18.39,18.6474,18.4988,17.9242,18.014,18.0632,1.40172,0.0332311,0.407312,2.61874,+
elo-3,1.48389,1.97428,P49191,Putative fatty acid elongation protein 3,15.6869,15.3129,16.2567,16.7043,15.1548,14.4616,13.8589,14.55,1.97428,0.0111842,1.48389,3.65758,+
rps-12,-0.328698,0.762312,P49196,40S ribosomal protein S12,16.87,16.9804,16.794,16.7503,17.0512,17.7296,16.7411,17.1876,0.762312,0.129595,-0.328698,-1.54687,
rps-21,0.869335,1.75263,P49197,40S ribosomal protein S21,20.1959,20.1976,19.9383,20.2803,19.7558,19.138,18.6204,19.6205,1.75263,0.0165172,0.869335,3.24052,+
mrps-14,1.16453,1.27932,P49391,"Probable 40S ribosomal protein S14, mitochondrial",15.992,16.5181,15.7947,16.1703,15.9402,14.4274,13.9621,15.4874,1.27932,0.0423076,1.16453,2.41015,+
mrps-18C,-0.596877,0.722243,P49404,"Putative 39S ribosomal protein L3, mitochondrial",16.0774,14.4136,14.7412,14.5004,15.4161,15.2897,15.799,15.6154,0.722243,0.141214,-0.596877,-1.47923,
rpl-5,-0.16672,1.53519,P49405,60S ribosomal protein L5,18.3256,18.2427,18.2814,18.4518,18.5753,18.4855,18.3972,18.5103,1.53519,0.0250583,-0.16672,-2.85052,+
"F08C6,2;pcyt-1",-0.379908,1.24442,P49583;Q3HKC4,Putative choline-phosphate cytidylyltransferase;Phosphocholine CYtidylylTransferase,15.3684,15.586,15.3925,15.066,15.955,15.4577,15.6046,15.9152,1.24442,0.0462409,-0.379908,-2.35124,+
fem-2,-0.137155,0.143028,P49594,Ca(2+)/calmodulin-dependent protein kinase phosphatase,14.6783,14.897,13.6769,13.6017,14.2596,14.0516,14.3556,14.7355,0.143028,0.652505,-0.137155,-0.376639,
"F42G9,1",-0.828578,3.51568,P49595,"Probable protein phosphatase 2C F42G9,1",16.5842,16.9035,16.6141,16.6844,17.4208,17.4041,17.504,17.7715,3.51568,0.00127586,-0.828578,-7.43398,+
ppm-2,-0.876245,3.91592,P49596,"Probable protein phosphatase 2C T23F11,1",16.6676,16.7212,16.7873,16.9538,17.8495,17.4717,17.6258,17.6879,3.91592,0.00114107,-0.876245,-8.77544,+
"W03G11,3",0.428508,1.62514,P49713,Putative alpha-L-fucosidase,15.6262,15.5838,15.7735,15.5362,15.3554,14.8201,15.4065,15.2237,1.62514,0.0212507,0.428508,3.00982,+
dph-1,-2.62348,3.5194,P49958,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1,12.1253,12.0926,11.4803,12.0346,15.0214,14.0511,13.969,15.1853,3.5194,0.00128139,-2.62348,-7.44561,+
phb-2,-0.533367,3.04853,P50093,Mitochondrial prohibitin complex protein 2,18.0413,17.9547,18.0072,18.3188,18.5341,18.671,18.5882,18.6621,3.04853,0.00232628,-0.533367,-6.08696,+
hsp-60,0.0729032,0.262227,P50140,"Chaperonin homolog Hsp-60, mitochondrial",19.2899,19.2096,19.4128,19.5307,19.0457,19.3483,19.2834,19.4741,0.262227,0.46569,0.0729032,0.638503,
sams-3,-0.111325,0.210144,P50305,Probable S-adenosylmethionine synthase 3,17.2251,17.3578,17.0034,17.2378,17.5992,17.3226,16.7572,17.5904,0.210144,0.53754,-0.111325,-0.528087,
sams-4,0.871872,2.01766,P50306,Probable S-adenosylmethionine synthase 4,17.6982,17.5098,17.1764,17.6527,17.1488,16.1777,16.6831,16.54,2.01766,0.00967173,0.871872,3.74185,+
mel-32,0.305901,0.461691,P50432,Serine hydroxymethyltransferase,18.0843,17.6687,18.681,18.6249,17.6594,17.9488,17.7651,18.4619,0.461691,0.273999,0.305901,1.02387,
unc-97,-1.16572,2.44637,P50464,LIM domain-containing protein unc-97,11.7779,11.994,11.4334,12.0454,12.3587,13.2764,13.184,13.0945,2.44637,0.00459091,-1.16572,-4.62993,+
rpl-3,-0.675775,1.85214,P50880,60S ribosomal protein L3,18.1195,17.9466,18.44,18.4657,18.6414,18.7931,19.3458,18.8947,1.85214,0.0139014,-0.675775,-3.42507,+
rps-2,-0.635205,1.35842,P51403,40S ribosomal protein S2,18.832,18.6975,19.4911,19.3185,19.2442,19.7912,19.9011,19.9434,1.35842,0.0365097,-0.635205,-2.54456,+
rps-13,-0.764795,2.05458,P51404,40S ribosomal protein S13,17.6501,17.6808,17.9423,17.4885,18.5711,18.6913,18.6296,17.929,2.05458,0.00935407,-0.764795,-3.81431,+
arr-1,2.37571,4.44705,P51485,Probable beta-arrestin,14.5353,14.6906,14.739,14.3298,11.7173,12.171,12.218,12.6857,4.44705,0.000251208,2.37571,10.8808,+
bli-4,-0.477946,1.36293,P51559,Endoprotease bli-4,12.3019,12.0162,11.5374,11.7228,12.5738,12.1717,12.3391,12.4055,1.36293,0.0362272,-0.477946,-2.55227,+
goa-1,-0.27158,1.29541,P51875,Guanine nucleotide-binding protein G(o) subunit alpha,17.1297,17.0261,16.9113,16.8723,17.2332,17.0928,17.1719,17.528,1.29541,0.0409061,-0.27158,-2.43739,+
cyn-1,0.510351,1.18095,P52009,Peptidyl-prolyl cis-trans isomerase 1,17.6971,17.6201,17.8494,17.8939,17.6617,16.881,16.8741,17.6024,1.18095,0.052507,0.510351,2.24464,
cyn-3,-0.67494,1.51535,P52011,Peptidyl-prolyl cis-trans isomerase 3,17.4665,16.9045,17.6312,17.809,17.754,18.2596,18.3964,18.101,1.51535,0.0260928,-0.67494,-2.81575,+
cyn-4,-2.20052,3.99065,P52012,Peptidyl-prolyl cis-trans isomerase 4,11.7554,12.0933,11.7802,11.7093,13.8088,13.9199,13.7082,14.7034,3.99065,0.0010101,-2.20052,-9.04776,+
cyn-5,-0.607885,2.70925,P52013,Peptidyl-prolyl cis-trans isomerase 5,17.9161,17.9691,17.8089,17.713,18.1899,18.5975,18.6316,18.4196,2.70925,0.00315081,-0.607885,-5.23211,+
cyn-6,-0.631809,0.396261,P52014,Peptidyl-prolyl cis-trans isomerase 6,16.0172,15.5938,15.8755,15.945,15.3811,17.5924,17.7835,15.2017,0.396261,0.326471,-0.631809,-0.902539,
cyn-7,-0.0646253,0.248691,P52015,Peptidyl-prolyl cis-trans isomerase 7,20.6808,20.4211,20.7688,20.8482,20.5918,20.8091,20.7878,20.7887,0.248691,0.483729,-0.0646253,-0.610316,
cyn-10,-0.555035,0.715938,P52017,Peptidyl-prolyl cis-trans isomerase 10,14.5812,15.0213,14.5103,13.4867,15.1619,14.7177,14.552,15.388,0.715938,0.142979,-0.555035,-1.46856,
cyn-11,0.00809741,0.00894282,P52018,Peptidyl-prolyl cis-trans isomerase 11,14.9501,15.7686,15.6016,16.0749,16.103,15.3542,15.2568,15.6488,0.00894282,0.973135,0.00809741,0.0266294,
"F09E5,8",0.170862,0.24004,P52057,Pyridoxal phosphate homeostasis protein,15.3398,14.4673,15.468,15.5477,15.1712,15.3666,14.8785,14.7231,0.24004,0.494883,0.170862,0.592123,
tbb-2,-0.582951,2.88694,P52275,Tubulin beta-2 chain,20.268,19.9457,20.1797,20.2695,20.7096,20.9445,20.6205,20.7202,2.88694,0.00295263,-0.582951,-5.66808,+
ubc-1,-0.801607,1.13267,P52478,Ubiquitin-conjugating enzyme E2 1,14.2289,14.6993,14.0104,15.1028,14.9203,15.3159,14.9133,16.0984,1.13267,0.0584385,-0.801607,-2.16392,
pfd-6,0.228105,1.19701,P52554,Probable prefoldin subunit 6,16.9664,16.8448,17.028,16.8183,16.7042,16.6319,16.4954,16.9135,1.19701,0.0506193,0.228105,2.27156,
"T24H10,1",0.20555,0.708508,P52652,Putative transcription elongation factor S-II,14.9209,15.1774,15.2205,15.0285,14.861,15.0847,14.5411,15.0383,0.708508,0.145845,0.20555,1.45596,
trs-1;tars-1,-0.408432,1.44533,P52709;Q86D21,"Threonine--tRNA ligase, cytoplasmic;Threonyl Amino-acyl tRNA Synthetase",16.7814,16.7953,16.9019,16.9648,17.1614,17.1319,17.0819,17.7018,1.44533,0.0300658,-0.408432,-2.69391,+
alh-8,-0.193864,0.37288,P52713,"Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",19.6986,19.0275,19.1042,19.7912,19.3436,19.8471,19.5102,19.6961,0.37288,0.346814,-0.193864,-0.858148,
"F13D12,6",2.25611,5.69966,P52715,"Uncharacterized serine carboxypeptidase F13S12,6",17.2419,17.1939,17.4374,17.6608,15.1399,15.0449,15.0093,15.3153,5.69966,0,2.25611,17.8351,+
"F32A5,3",-0.87137,1.7235,P52716,"Uncharacterized serine carboxypeptidase F32A5,3",14.5901,14.6327,13.8875,14.3652,14.6087,15.5455,15.4298,15.3769,1.7235,0.0173499,-0.87137,-3.18725,+
"F41C3,5",-0.0226927,0.0545451,P52717,"Uncharacterized serine carboxypeptidase F41C3,5",20.2149,20.254,20.2723,20.6313,20.1532,20.3108,20.3249,20.6744,0.0545451,0.846638,-0.0226927,-0.15491,
rpl-39,-0.46247,0.961167,P52814,60S ribosomal protein L39,16.1721,15.6182,16.789,16.3359,16.6495,16.7455,16.5822,16.7878,0.961167,0.0839799,-0.46247,-1.87869,
rpl-22,-0.970033,4.98148,P52819,60S ribosomal protein L22,17.8164,17.7346,17.8005,17.875,18.8198,18.91,18.7809,18.5959,4.98148,0,-0.970033,-13.4566,+
rps-25,-0.249708,0.747031,P52821,40S ribosomal protein S25,18.3158,18.1805,18.4985,18.6001,18.9855,18.746,18.4517,18.4106,0.747031,0.133688,-0.249708,-1.52112,
dad-1,-0.704257,2.07371,P52872,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit dad-1,16.2143,16.2797,16.3003,16.2409,16.5294,16.799,17.2237,17.3002,2.07371,0.00912472,-0.704257,-3.85214,+
rer-1,-0.0704756,0.0612483,P52879,Protein RER1 homolog,15.9669,15.1584,15.6582,15.8435,16.0092,16.3345,14.6613,15.9039,0.0612483,0.829477,-0.0704756,-0.172835,
"T05H10,6;pdha-1",-0.0404305,0.261699,P52899;Q8I111,"Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial;Pyruvate dehydrogenase E1 component subunit alpha",17.4679,17.5942,17.3909,17.605,17.547,17.4649,17.5632,17.6447,0.261699,0.466325,-0.0404305,-0.637408,
eft-3,-1.20801,4.83115,P53013,Elongation factor 1-alpha,22.4283,22.51,22.6756,22.4157,23.8761,23.7791,23.5294,23.6771,4.83115,0,-1.20801,-12.6798,+
mlc-3,0.323492,2.56577,P53014,"Myosin, essential light chain",22.0994,21.9205,22.1815,22.1659,21.7269,21.8169,21.8165,21.713,2.56577,0.0035942,0.323492,4.89746,+
rfc-4,0.125235,0.108615,P53016,Replication factor C subunit 4,14.2595,15.099,13.5563,14.4731,14.3766,14.4965,14.6286,13.3854,0.108615,0.721269,0.125235,0.293912,
cdgs-1,0.385399,0.605271,P53439,Phosphatidate cytidylyltransferase,16.6489,15.769,16.6543,16.0629,15.9754,15.7214,16.4295,15.4672,0.605271,0.189399,0.385399,1.27893,
arx-2,-0.830466,2.36288,P53489,Actin-related protein 2,15.7691,16.1035,15.8744,16.0728,17.2042,16.6343,16.4202,16.8831,2.36288,0.00525694,-0.830466,-4.44846,+
acly-1,0.047564,0.101091,P53585,Probable ATP-citrate synthase,17.5445,17.7367,17.6412,17.9208,17.6635,17.5082,17.3906,18.0906,0.101091,0.737909,0.047564,0.275281,
suca-1,-0.429878,2.54231,P53588,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",15.9909,16.1187,16.0903,16.1413,16.5662,16.3304,16.7155,16.4487,2.54231,0.00377665,-0.429878,-4.84412,+
sucg-1,0.0241702,0.0220495,P53589,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",15.0957,15.4688,15.1196,16.5891,15.7338,15.5717,15.6969,15.1741,0.0220495,0.937848,0.0241702,0.0647238,
sucl-1,0.758135,1.77428,P53596,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",18.4083,17.7818,18.6628,18.8309,17.5993,17.668,17.6984,17.6855,1.77428,0.0161941,0.758135,3.28031,+
cchl-1,-0.232265,0.735862,P53703,Probable cytochrome c-type heme lyase,14.6942,14.9705,14.7961,14.8939,14.6772,15.3118,15.2448,15.0499,0.735862,0.136424,-0.232265,-1.50227,
hint-1,0.507808,2.68119,P53795,Histidine triad nucleotide-binding protein 1,17.4452,17.3451,17.5132,17.6309,17.0955,16.8766,16.81,17.1211,2.68119,0.0032992,0.507808,5.16548,+
algn-11,0.614909,1.31694,P53993,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",14.6965,14.1686,14.4853,14.5248,13.7518,14.4443,13.3671,13.8523,1.31694,0.0396263,0.614909,2.47391,+
"C14A4,3",-1.99848,3.55675,P54002,"Putative glycosyltransferase C14A4,3",11.874,12.0269,11.6628,12.0008,13.8835,13.4554,13.6253,14.5943,3.55675,0.00118486,-1.99848,-7.5631,+
aldo-1,1.1715,4.68483,P54216,Fructose-bisphosphate aldolase 1,19.2012,19.1082,18.9403,19.3513,18.0742,17.8654,17.9426,18.0327,4.68483,0,1.1715,11.9642,+
eef-1G,-0.0491629,0.0684187,P54412,Probable elongation factor 1-gamma,19.4316,19.2409,19.6522,19.7704,18.9476,19.8956,19.5219,19.9266,0.0684187,0.810977,-0.0491629,-0.191777,
bcat-1,-0.791409,0.426418,P54688,"Branched-chain-amino-acid aminotransferase, cytosolic",14.734,15.1451,13.9384,15.0166,13.7076,15.5796,15.2143,17.4983,0.426418,0.301359,-0.791409,-0.958957,
"cdc-48,1",-0.601089,2.73275,P54811,Transitional endoplasmic reticulum ATPase homolog 1,17.8891,18.267,17.9736,17.9497,18.6693,18.4067,18.6411,18.7665,2.73275,0.00314421,-0.601089,-5.28836,+
"cdc-48,2",-0.87496,4.10868,P54812,Transitional endoplasmic reticulum ATPase homolog 2,17.9563,18.2509,18.2791,18.348,19.0177,19.0434,19.1529,19.1202,4.10868,0.000915129,-0.87496,-9.49307,+
ymel-1,-1.75087,2.28452,P54813,ATP-dependent zinc metalloprotease YME1 homolog,12.3572,12.9569,12.9745,13.902,14.0484,14.9127,15.18,15.053,2.28452,0.00598621,-1.75087,-4.28208,+
mspn-1,-1.92251,1.83569,P54815,Mitochondrial sorting homolog,12.2997,12.107,11.2712,11.7013,14.6389,13.1859,12.6013,14.6432,1.83569,0.0144462,-1.92251,-3.39428,+
lex-1,-0.460268,0.588056,P54816,Tat-binding homolog 7,13.6743,13.8651,14.952,13.7202,14.9618,13.945,14.5531,14.5929,0.588056,0.197744,-0.460268,-1.24898,
hmgs-1,-2.52157,3.66981,P54871,Hydroxymethylglutaryl-CoA synthase,12.286,12.0446,11.3724,12.0543,13.9846,14.5598,14.1804,15.1187,3.66981,0.00107463,-2.52157,-7.92823,+
alh-13,0.709317,0.853919,P54889,Probable delta-1-pyrroline-5-carboxylate synthase,14.3172,14.3482,14.2096,14.6949,14.6705,13.1409,12.9184,14.0028,0.853919,0.104725,0.709317,1.70028,
vit-1,0.445762,0.646756,P55155,Vitellogenin-1,18.7991,18.1787,18.1122,18.9748,17.6703,18.3523,17.6331,18.6262,0.646756,0.170179,0.445762,1.35055,
cth-2,-0.833162,2.56007,P55216,Putative cystathionine gamma-lyase 2,17.0575,16.7958,17.3482,17.3228,17.9921,18.0876,17.6437,18.1336,2.56007,0.00362551,-0.833162,-4.88446,+
"F13E6,1",0.685918,3.73959,P55326,"Uncharacterized protein F13E6,1",18.984,19.1261,18.8025,18.89,18.3692,18.1579,18.3154,18.2164,3.73959,0.00113984,0.685918,8.16096,+
smo-1,1.33423,4.1402,P55853,Small ubiquitin-related modifier,21.3875,21.442,20.9728,21.2015,19.9939,19.6499,19.9894,20.0337,4.1402,0.000957529,1.33423,9.61525,+
cco-2,0.50355,0.792559,P55954,"Cytochrome c oxidase subunit 5A, mitochondrial",17.6399,17.3826,18.0702,18.1776,16.5725,17.7316,17.4522,17.4998,0.792559,0.11997,0.50355,1.59768,
ttr-16,0.0486398,0.103817,P55955,Transthyretin-like protein 16,22.5327,22.2063,22.6252,22.6077,22.1895,22.4956,22.2685,22.8238,0.103817,0.731471,0.0486398,0.282056,
asp-3,0.763065,1.78573,P55956,Aspartic protease 3,18.3649,18.4304,17.7753,18.1042,17.5184,16.9054,17.463,17.7357,1.78573,0.0159107,0.763065,3.30144,+
arx-6,-0.384645,0.793798,P58798,Probable actin-related protein 2/3 complex subunit 4,15.804,15.6603,16.1548,16.6501,16.1934,16.6396,16.4289,16.5458,0.793798,0.119756,-0.384645,-1.59976,
rpl-12,0.0127702,0.0231582,P61866,60S ribosomal protein L12,18.9087,19.0474,19.5512,19.0574,18.9632,19.3646,18.8683,19.3174,0.0231582,0.934669,0.0127702,0.0678978,
his-1,-0.430475,1.24867,P62784,Histone H4,20.4447,20.1345,20.5189,20.3652,20.7981,21.2437,20.4835,20.66,1.24867,0.045782,-0.430475,-2.3584,+
ppp-1,-1.4773,2.94869,P80361,Probable translation initiation factor eIF-2B subunit gamma,12.2877,12.025,12.0417,11.9828,12.8862,14.0409,13.7288,13.5905,2.94869,0.00282483,-1.4773,-5.82555,+
snap-29,0.565885,1.35016,P83351,Soluble NSF attachment protein 29,16.1783,16.3749,15.5456,16.0063,15.7284,15.2865,15.1709,15.6558,1.35016,0.0368431,0.565885,2.53046,+
"CELE_F28H1,4;CELE_F47B3,3;CELE_F28H1,4",-0.435105,0.89274,P83386;P83387;Q5R3Y2,Uncharacterized protein,15.4533,15.5504,14.6561,14.7481,15.7553,15.4068,15.415,15.5712,0.89274,0.0962644,-0.435105,-1.76495,
pamn-1,-0.274409,0.581581,P83388,Probable peptidyl-glycine alpha-amidating monooxygenase pamn-1,12.1061,12.0641,11.6755,11.9422,12.1455,11.8471,12.1074,12.7855,0.581581,0.20101,-0.274409,-1.23767,
acly-2,-0.963342,2.80702,P90731,ATP-citrate synthase,15.8192,15.8371,15.5734,15.8829,16.836,16.5758,16.406,17.1481,2.80702,0.00304596,-0.963342,-5.46892,+
clec-41,-0.74026,1.92509,P90732,C-type LECtin,14.2341,14.3001,14.1846,14.1185,15.064,14.6113,15.4784,14.6446,1.92509,0.011861,-0.74026,-3.5631,+
eat-6,-0.138238,0.37223,P90735,Sodium/potassium-transporting ATPase subunit alpha,19.1826,18.821,18.8316,19.4075,19.1618,19.1635,19.0591,19.4111,0.37223,0.347273,-0.138238,-0.856905,
catp-8,-0.398637,0.392614,P90747,Probable manganese-transporting ATPase catp-8,14.9922,15.7973,14.5452,14.2085,15.9525,14.6251,15.081,15.4791,0.392614,0.329892,-0.398637,-0.895654,
rmd-2,-0.108842,0.28509,P90762;Q8MQB5,Regulator of Microtubule Dynamics,18.3573,18.4208,18.6734,18.8944,18.4275,18.8871,18.8001,18.6665,0.28509,0.437451,-0.108842,-0.68538,
"C55A6,3",1.90286,1.25005,P90778,Uncharacterized protein,16.1252,16.2681,15.4691,15.7466,14.0202,11.8147,15.4599,14.7028,1.25005,0.0455322,1.90286,2.36073,+
